# Local reference corpus; official sources only. See AGENTS.md for applicability.
xml-1.0-5e.html	https://www.w3.org/TR/2008/REC-xml-20081126/
xml-1.0-errata.html	https://www.w3.org/XML/xml-V10-5e-errata
xml-names-1.0-3e.html	https://www.w3.org/TR/2009/REC-xml-names-20091208/
xpath-1.0.html	https://www.w3.org/TR/1999/REC-xpath-19991116/
xpath-1.0-errata.html	https://www.w3.org/1999/11/REC-xpath-19991116-errata/
xslt-1.0.html	https://www.w3.org/TR/1999/REC-xslt-19991116/
xslt-1.0-errata.html	https://www.w3.org/1999/11/REC-xslt-19991116-errata/
xinclude-1.0-2e.html	https://www.w3.org/TR/2006/REC-xinclude-20061115/
xinclude-1.0-errata.html	https://www.w3.org/XML/2006/11/xinclude-errata/
xmlbase-2e.html	https://www.w3.org/TR/2009/REC-xmlbase-20090128/
xml-id.html	https://www.w3.org/TR/2005/REC-xml-id-20050909/
xptr-framework.html	https://www.w3.org/TR/2003/REC-xptr-framework-20030325/
xptr-element.html	https://www.w3.org/TR/2003/REC-xptr-element-20030325/
c14n-1.0.html	https://www.w3.org/TR/2001/REC-xml-c14n-20010315
c14n-1.1.html	https://www.w3.org/TR/2008/REC-xml-c14n11-20080502/
exclusive-c14n-1.0.html	https://www.w3.org/TR/2002/REC-xml-exc-c14n-20020718/
xmldsig-1.1.html	https://www.w3.org/TR/2013/REC-xmldsig-core1-20130411/
xmlenc-1.1.html	https://www.w3.org/TR/2013/REC-xmlenc-core1-20130411/
xpath-filter2.html	https://www.w3.org/TR/2002/REC-xmldsig-filter2-20021108/
xsd-datatypes-1.0-2e.html	https://www.w3.org/TR/2004/REC-xmlschema-2-20041028/
html-4.01.html	https://www.w3.org/TR/1999/REC-html401-19991224/
x690-2021.pdf	https://www.itu.int/rec/dologin_pub.asp?lang=e&id=T-REC-X.690-202102-I!!PDF-E&type=items
x690-status.html	https://www.itu.int/rec/T-REC-X.690/en
x690-2021-erratum1.pdf	https://www.itu.int/rec/dologin_pub.asp?id=T-REC-X.690-202109-I!Err1!PDF-E&lang=e&type=items
# Newer language versions are comparison references, not the implemented 1.0 contract.
xml-1.1-2e.html	https://www.w3.org/TR/2006/REC-xml11-20060816/
xml-names-1.1-2e.html	https://www.w3.org/TR/2006/REC-xml-names11-20060816/
xpath-3.1.html	https://www.w3.org/TR/2017/REC-xpath-31-20170321/
xslt-3.0.html	https://www.w3.org/TR/2017/REC-xslt-30-20170608/
xsd-datatypes-1.1.html	https://www.w3.org/TR/2012/REC-xmlschema11-2-20120405/
# ISO/IEC 8859-1:1998 full text is licensed; catalogue returned HTTP 403.
rfc1034.txt	https://www.rfc-editor.org/rfc/rfc1034.txt
rfc2045.txt	https://www.rfc-editor.org/rfc/rfc2045.txt
rfc2119.txt	https://www.rfc-editor.org/rfc/rfc2119.txt
rfc8174.txt	https://www.rfc-editor.org/rfc/rfc8174.txt
rfc2396.txt	https://www.rfc-editor.org/rfc/rfc2396.txt
rfc2781.txt	https://www.rfc-editor.org/rfc/rfc2781.txt
rfc3394.txt	https://www.rfc-editor.org/rfc/rfc3394.txt
rfc3986.txt	https://www.rfc-editor.org/rfc/rfc3986.txt
rfc4055.txt	https://www.rfc-editor.org/rfc/rfc4055.txt
rfc4514.txt	https://www.rfc-editor.org/rfc/rfc4514.txt
rfc4648.txt	https://www.rfc-editor.org/rfc/rfc4648.txt
rfc5280.txt	https://www.rfc-editor.org/rfc/rfc5280.txt
rfc5758.txt	https://www.rfc-editor.org/rfc/rfc5758.txt
rfc5958.txt	https://www.rfc-editor.org/rfc/rfc5958.txt
rfc6931.txt	https://www.rfc-editor.org/rfc/rfc6931.txt
rfc7468.txt	https://www.rfc-editor.org/rfc/rfc7468.txt
rfc8017.txt	https://www.rfc-editor.org/rfc/rfc8017.txt
rfc8018.txt	https://www.rfc-editor.org/rfc/rfc8018.txt
rfc8410.txt	https://www.rfc-editor.org/rfc/rfc8410.txt
rfc9525.txt	https://www.rfc-editor.org/rfc/rfc9525.txt
rfc6818.txt	https://www.rfc-editor.org/rfc/rfc6818.txt
rfc8398.txt	https://www.rfc-editor.org/rfc/rfc8398.txt
rfc8399.txt	https://www.rfc-editor.org/rfc/rfc8399.txt
rfc9549.txt	https://www.rfc-editor.org/rfc/rfc9549.txt
rfc9598.txt	https://www.rfc-editor.org/rfc/rfc9598.txt
rfc9608.txt	https://www.rfc-editor.org/rfc/rfc9608.txt
rfc9618.txt	https://www.rfc-editor.org/rfc/rfc9618.txt
rfc9925.txt	https://www.rfc-editor.org/rfc/rfc9925.txt
rfc10007.txt	https://www.rfc-editor.org/rfc/rfc10007.txt
rfc9231.txt	https://www.rfc-editor.org/rfc/rfc9231.txt
rfc5756.txt	https://www.rfc-editor.org/rfc/rfc5756.txt
rfc8820.txt	https://www.rfc-editor.org/rfc/rfc8820.txt
rfc9295.txt	https://www.rfc-editor.org/rfc/rfc9295.txt
rfc9579.txt	https://www.rfc-editor.org/rfc/rfc9579.txt
rfc9879.txt	https://www.rfc-editor.org/rfc/rfc9879.txt
rfc-errata.json	https://www.rfc-editor.org/errata.json
